userName,score,at,content
Moo Resta,2,2023-10-05 09:32:08,Nyesel banget update buat yg gopaylatternya. Biasanya gada yg sampe wa* sekarang sampe di wa*. Biasanya juga ngga telat bayar kok!
Khairil Gunawan,1,2023-10-05 09:29:37,"Gofood plus yang sangat ga berguna. Karena pilih2 resto, sangat beda sama grabfood yg langanannya benar2 worth it karena bebas resto mana aja. Bakalan cancel dan ga pake lg gofood pindah ke grabfood aja."
Har Tati,5,2023-10-05 09:25:43,"Naik Gojek itu...Ssangat Aman,Murah & praktis...terimakasik Gojek & Gokar...sangat"" terbantu. 👍👍👍💕😁0"
Ridwan Nurhadi,5,2023-10-05 09:19:50,Indonesia punya
Rudi Yasit,5,2023-10-05 09:19:21,Ongkos klo bisa di murahin lagi
TRI UTAMI,5,2023-10-05 09:18:58,"sekarang udah gak perlu ribet nyatet manual buat ngetrack pengeluaran, karena selalu pake gopay jadi yaa udah kecatet otomatis"
Erwin Ardiyansah,5,2023-10-05 09:16:37,Sangat brmanfaat
Samsul Bachri,3,2023-10-05 09:09:21,nama alamat kacau
Hendry Winarto,3,2023-10-05 09:09:02,Sy sangat kecewa dengan GOJEK khususnya masalah gopaylater. Saya sudah menggunakan selama 1 tahun lebih. Bahkan tidak pernah terlambat. Bahkan salam 1 periode bisa 2 kali bayar karena limit kecil. Yg anehnya begitu disuruh upgrade gopaylater baru. Malah ditolak. Buat bahan koreksi aja kak. Saya di tempat lain tidak pernah masalah. Thx.
Budi Santoso,1,2023-10-05 09:07:26,Hapus aja jangan pakai gojek lagi... Banyak biaya lain lain yang gak jelas
venny bali,5,2023-10-05 09:06:49,Saya ingin berhenti menjadi mitra gojek indonesia
Deny sri Sriardy,4,2023-10-05 09:01:27,Ok bos mantap
Rubi Alian,1,2023-10-05 09:00:07,"Tolong yah kenapa tiba tiba akun gopay saya di kunci , saya makek gojek udah lama dan saya menggunakan gopay untuk pekerjaan saya , seperti naik gojek untuk ke tempat kerja saya dan untuk adek saya sekolah !!! Tolong jangan seenak enak aja tiba tiba ngeblokir gopay saya !!!!"
Kus Nandar,4,2023-10-05 08:46:05,"Kadang"" lemot n lama dapat pengemudinya....."
Fajar Setyo Tuhu,3,2023-10-05 08:37:55,Kemahalan biaya jasa sm bungkus di gofood
itachi Official,5,2023-10-05 08:35:17,Gojek: aku sudah mengantarmu sampai tujuan. Aku: tapi kau tidak bisa mengantar ku ke hati dia.
Nurul zannah,5,2023-10-05 08:27:05,Good
Pucci,1,2023-10-05 08:21:06,Monyet apps force close mulu. Back end programmer lu gak becus amat jingan. Gunanya apa biaya apps kalo apps lu gak bisa kepake tolol!
ramlan dg. nassa,5,2023-10-05 08:15:54,Mantap
Riko Fahlefi,5,2023-10-05 08:07:28,Ok
bayu dono,5,2023-10-05 08:04:49,semoga banyak promo
Kevin Artanto,5,2023-10-05 07:57:28,aplikasi sangat membantu
Rahman Rahman,1,2023-10-05 07:33:19,Sejauh ini. Ini yg paling jauh
Ife Ifah,5,2023-10-05 07:31:59,Best
Kaysa Lakeysha Firdaus,5,2023-10-05 07:31:43,👍👍👍
Nezuko Chan,1,2023-10-05 07:31:23,"Nyarinya lama,geraknya lama juga."
Faiz faiz,5,2023-10-05 07:26:04,Bagus
Yudi Cell,3,2023-10-05 07:23:37,"Biaya amplikasi jangan mahal2 ,,kasian kalau yg pesan food"
Nazaruddin Latif,5,2023-10-05 07:21:22,MAntap
Nur Aisyah,5,2023-10-05 07:17:43,Banyak diskon nya
Sri Agustyana,1,2023-10-05 07:08:16,"knp sejak diperbarui gojek jadi gini?suka ngeleg dan tibatiba pesen makanan udh beberapakali gini, mau batalin pesanan tapi tidak diterima"
Putra Bungsu,4,2023-10-05 07:08:11,Baik tuk transfortasi
Dery Randa,5,2023-10-05 07:03:48,"Gojek sangat membantu dalam kegiatan saya sehari hari, mempermudah pekerjaan saya yang selalu beraktifitas di lapangan"
Suharman Arman,1,2023-10-05 07:01:21,Perbaiki sistem pemberian orderan ke mitra. Jangan seenaknya toloooool
Masdi Sahrol,1,2023-10-05 06:39:19,Ikklantok mesti huh
adel lia,5,2023-10-05 06:37:09,Cara mengaktifkan gopay later nya gimana setelah di non aktifkan oleh perusahaan?
Fitria Jawas,5,2023-10-05 06:23:29,Mantap jitu good job gojek
Sri Ramayani,5,2023-10-05 06:17:56,Mantap
Sarce Sigarlaki,5,2023-10-05 06:15:22,lebih di tingkatkan lagi
David Sanova,5,2023-10-05 06:12:18,Verry good
Kasmini Kasmini,5,2023-10-05 06:10:34,aplikasi bagus dan bermanfaat bagi kita semua
mutiara Fakhira,1,2023-10-05 06:02:39,Ga bisa masukin vocer
Rama Bramantyo,1,2023-10-05 05:55:53,"Mw mesen, cari sana cari sini, ngefreezzz berkali2.. kirain hp sy yg error, ternyata temwn sy juga error.. perbaiki aplikasinya min.."
Yus Niar,1,2023-10-05 05:48:27,Download nya lama GK bagus
Chairil Alsar1,4,2023-10-05 05:48:24,Apk jadi sering eror mau pesen makanan juga udh berapa kali tutup aplikasi tetep aja padahal jaringan bagus
Anata Ramadhan,5,2023-10-05 05:42:40,Banyak promo
Sada Wayan,5,2023-10-05 05:41:45,Sangat memuaskan pelayan drivernya..🙏🙏🙏
ROMI YASRON,5,2023-10-05 05:41:21,Sangat membantu banget
Siti Wafiroh,5,2023-10-05 05:39:44,Good service
eka susanti,1,2023-10-05 05:39:38,Ngga jelas!!! Tiba2 akun ga bisa dipake!!!!!!!!!!!
Ima Syarif,4,2023-10-05 05:37:58,"Aplikasi sering tiba2 berhenti saat sedang memesan kendaraan ataupun makanan pdhal sudah di update,mengapa sering ngadat?"
Ivana Saraswati,5,2023-10-05 05:36:26,Bagus Sekali
Tri aulia Putri,5,2023-10-05 05:32:37,Sukaaaaa
Firman Zidane,1,2023-10-05 05:30:58,"gila gojek paylater cicilnya, telat 4 hari denda nya 50 rb... ga manusiawi bgt... fix uninstal aja kyak nya.. atau pindah aja ke sebelah yg lebih manusiawi,"
Gin Lie,5,2023-10-05 05:27:22,"Makanan nya banyak variasi, kalau lagi promo murah banget. Onkir nya juga murah."
Asri Azwir,5,2023-10-05 05:09:01,"Saya customer, driver juga.bisakah GO-JEK kembali ke skema bonus kayak dulu🙏"
Muhammad Tangguh,5,2023-10-05 05:08:50,mantaf
Dimas Dwi novianto,1,2023-10-05 05:05:12,Tolong di perbaiki lagi saya tidak memencet buat pesanan kenapa automatis kebuat pesanan gak jelas apknya
Saridha A_,1,2023-10-05 05:05:10,Ongkirnya seharga makan seporsi 👎👎👎
Muhammad Maryo,2,2023-10-05 05:01:05,"Aplikasi nya sering tiba-tiba black screen saat di gunakan, harus di mulai ulang dulu aplikasi nya baru bisa di gunakan lagi. Tolong di perbaiki."
Lies Kurniawati,5,2023-10-05 04:57:44,"cepat, tepat aman"
Widiantoni Ihfan,1,2023-10-05 04:56:08,"Kenapa sekarang discount resto gak bisa digabungin sama voucher, kenapa harus pilih salah satu, percuma kalau kayak gini ada voucher"
Om khuncen Om Khuncen,5,2023-10-05 04:52:41,thanks gojek... solusi biar pacar datang ke rumah naik gojek jauh jauh bela belain datang naik gojek Krn gada motor
Evilica Ranee,5,2023-10-05 04:50:52,"Sangat membantu. Pemilihan rute juga tepat, sampai tujuan lebih cepat."
Bangi Bangbang,1,2023-10-05 04:47:57,"kuallitas sudah mengecewakan,bunga terlalu tinggi.memeras orang miskin"
Aqui JP SS,5,2023-10-05 04:41:19,Biaya aplikasi kalau pakai gopay bisa lebih murah? Kalo sehari mau pakai aplikasi gopay lebih dr 3x ya kerasa deh
Felicia Azzahra,3,2023-10-05 04:37:05,Crash ..tidak mennaggapi.di telpon driver..layar hitam...
theo dianta putra ginting,5,2023-10-05 04:26:08,Pemakaian simple tidak susah
bunda Indah,5,2023-10-05 04:22:28,Ok
HERMAN SYAH,5,2023-10-05 04:19:47,Mantap...pertahankan terus gojek
Saleh Muhammad,5,2023-10-05 04:14:40,Jaga sholat
Aden Fauzi,4,2023-10-05 04:09:52,Senang banget pake gojek
Dewinta Sari,3,2023-10-05 03:51:39,"kenapa abis aku upgrade jadi keluar sendiri yah, gak bisa masuk."
Ary Mortish,1,2023-10-05 03:38:37,MENYENGSARAKAN DRIVER !!! PROMO/IKLAN MAH DIMANA MANA TAPI FAKTANYA MITRANYA DILAPANGAN SANGAT MIRIS BERJAM JAM ONLINE NUNGGU ORDER HASILNYA NIHIL !!!YANG ARTINYA GOJEK YANG DIPEGANG CEO ATAU SIAPAPUN YANG DISANA GAGAL !!!
khairul yuzar,5,2023-10-05 03:35:07,Gokil
Rosikin,5,2023-10-05 03:22:58,Mantap sangatembantu dan mudah untuk segala urusan
Jum'ah Abdullah,1,2023-10-05 03:17:36,"Kenapa tiba tiba selalu muncul iklan gejek.,sangat mengganggu sekali😔"
Yoko Prayitno,3,2023-10-05 02:48:23,Vocher saja jangan diskon
avisa ayurista,5,2023-10-05 02:42:44,Sangat membantu
agungprasetio utomo,5,2023-10-05 02:41:54,mantap
NurRochim Asj,3,2023-10-05 02:41:15,"Untuk para personil gojek Tolong banget ni, kenapa setiap buka aplikasinya kog susah banget padahal sinyal data juga bagus WiFi juga bagus tpi kog tetep susah amat sih!!!!"
Ayu Mareta,3,2023-10-05 02:37:02,Tadinya saya kasih bintang 5 .. karena biasanya bisa lgsg tarik tunai dari aplikasi gojek sekarang harus instal aplikasi gopay .. malah bingung .. mana kluar nomor penarikannya lama banget lagi nggak secepat tarik tunai dari palikais gojek .. tolonf Gojek perbaiki lagi .. karena saya sudah sangat nyaman dan memudahkan saya ketika tarik tunai gopay dari aplikasi Gojek .. terima kasih ..
Hikmawati Hikmawati,5,2023-10-05 02:14:40,Bagus sangat mmbantu
Michelle Jevelin,5,2023-10-05 02:10:11,Sip byak voucer
wulan aja_08,1,2023-10-05 02:01:19,"Sudah 2 hari ini gopaylaternya ga bisa dipake, percuma limit tinggi kl ga bisa dipake mah"
Anton agus Prayitno,5,2023-10-05 02:00:42,Sangat membantu
Erna Wati,5,2023-10-05 01:57:57,Nyaman
Axwin ridwan,1,2023-10-05 01:53:04,Setelah peralihan paylater dari fidaya ke paylater terbaru.ko menu tampailan paylaternya belum tersedia.Tolong perbaiki
naldy kabalmay19,5,2023-10-05 01:50:32,good
Ribut Siswoyo,5,2023-10-05 01:43:26,Luar biasa GOJEK..2023
Pengguna Google,5,2023-10-05 01:40:01,Puas
rtofik@gmail.com tofik,4,2023-10-05 01:36:29,Lĺ
Arvan Rano,3,2023-10-05 01:35:39,Good
eka purwanto,5,2023-10-05 01:24:47,Mantap
Aditya Kusuma,5,2023-10-05 01:21:25,Gojek semakin kesini semakin mantab. Good job!
Gonzales Zales,5,2023-10-05 01:20:20,Lebih perbanyak promo dan diskon
Sum Yati,1,2023-10-05 01:19:57,"Gk recommended banget, disarankan dipikir2 dulu menggunakan aplikasi ini bisa2 dana anda ditahan tanpa ada kejelasan, gara2 ganti perangkat akun anda terblokir, lagi urgent aplikasi terblokir tdk bs digunakan, hadeuh, lama2 bnyk yg pindah ke aplikasi seperti dana atau ovo"
Amakbar,5,2023-10-05 01:00:58,bagus. lanjut pertahankan. terima kasih
Amalia Pp,1,2023-10-05 00:53:48,"Aku ga kasain sama drivermu tapi kasian sama sistemmu error mulu ngerugiin driver dan penumpang juga. Daridulu kendalanya ga berubah malah tiap tahun erornya parah, gws buat aplikasinya apalgi mapsnya kacau bgt"
Didi Suryokusumo,5,2023-10-05 00:40:56,Pelayanan sangat okay
Inna Latifa Rahmawati,3,2023-10-05 00:30:11,"Min tolong dong kalau buat jarak 5 km atau kurang pilihkan rute yg paling dekat seperti GMaps. Masa dipilih yg tengah2, mana jalannya jelek banget dan pak Supir suka bingung kalau ga ikut rute di map gojek. Buang-buang waktu buat konsumen muter2, bensin juga buat pak supir. Tarif harga mau dinaikin silakan, daripada ga jujur milihin rute."
ayu.aja syafira,2,2023-10-05 00:16:59,"Untuk gopaylaternya msh enak yg dulu.bisa ga sih kembali ke findaya.biar telat jg dendanya ringan cm 2 rb/hri trs ga ada blokir2an.ini baru telat byr sehari aja udh dinonaktifkan trs ga bisa pake sebulan ke dpn.kecewa bgt.gojek makin ga jls.gofood jg enakan dulu,byk promo sm free ongkir.skrg mending mesen food ke aplksi oranye ihs..."
Jayadi Yadi,5,2023-10-05 00:16:49,Mauntab
Priska Paula,5,2023-10-05 00:14:08,mantap deh
Slamet Priyatin,5,2023-10-05 00:09:22,Coba gojek..transit
Reza Fudanshi,1,2023-10-05 00:07:07,"Hadeh makin gajelas ni aplikasi pengen login di device lain harus login pake link,sementara pas di buka link ny kga bisa,akhirny login pake nomor baru,udh login pengen ganti data diri eh suruh nunggu 30jam apa coba"
bongki al21,2,2023-10-05 00:02:55,di saat di butuhkan wilayahnya di nonaktifkan terimakasih gojek.
Mnasir88 Nasir88,5,2023-10-04 23:56:57,Good
Sri Suparyanti,5,2023-10-04 23:56:09,Bagus dan membantu
Yonthan Christian,1,2023-10-04 23:49:28,Tagihan pay later tidak bisa dibayar lebih awal. Sengaja ya biar lupa dan denda untung tidak halal.
Selvy Sakan,5,2023-10-04 23:48:27,Sangat bagus
Heri baskoro,3,2023-10-04 23:44:24,Maaf saya mau komplain !!! Kenapa Sekarang kalo pesen go food dapet drivernya lama dan jauh .. begitu makanan nyampe udah terlanjur dingin aduh jadi males ..
Laila Nabila,1,2023-10-04 23:40:03,"Aplikasinya sering error (hang). Ketika lagi pilih2 makanan di gofood, tiba2 hang, trs aku keluarkan aplikasinya. Eh tiba2 ada notif ""driver sedang menuju resto"". Padahal belum melakukan transaksi. Terpaksa harus menyelesaikan transaksi dengan uang tunai + tanpa pasang promo 🙃. Bukan masalah nominalnya, tapi mon maap kali ini errornya ngeri banget,. Ku uninstal dulu sampe bener appsnya."
Deta Eghi,5,2023-10-04 23:38:45,"super apps yg sangat membantu menghemat tenaga dan waktu, sukses GoTo"
sutriyana ilfa,5,2023-10-04 23:20:11,Support local brand
Supri Yanto,1,2023-10-04 23:18:16,"Yuk rame"" tinggalkan gojek karena telah menyiksa driver lebih dari PKI ,dengan paket goceng telah menyiksa driver lahir batin 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎"
Linda Tika,5,2023-10-04 23:12:52,Bagus
Titin Supartini,5,2023-10-04 22:55:32,Semoga lancar dan lebih baik lagi
Syaza Ramadhani,5,2023-10-04 22:55:27,TOP BGT
Harry Aan,1,2023-10-04 22:51:30,"Harga gojek mahal,voucher untuk goride tidak keluar disaat dibutuhkan. Biaya aplikasi mahal. Jika untuk pengembangan jngn terlalu mahal,jarang ada voucher untuk goride,gocar"
Adi Wahyudi,5,2023-10-04 22:45:05,Keren...
yanti sudhiar,1,2023-10-04 22:44:30,"Mana promonya min untuk goride. Harganya mahal kalau mau order goride,biaya jasa aplikasi yang mahal. Sangat jarang sekali untuk vouchernya"
fie Aza,1,2023-10-04 22:38:38,Lucu gojek ini ...dsuru updte gopaylater malah ud dbayar gbsa dpke .kl tw gtu gw gnti nomor g gw updte gw g bayar aj sekalian..pake paylater ud brthun2 bru x in gagal
darmoko santoso,5,2023-10-04 22:31:31,Sudah bagus pelayanannya
"ZAINAL KARIM, SH.",5,2023-10-04 22:27:40,OK ! Siiip-lah ... !
siti badriah,5,2023-10-04 22:22:06,"Untuk saat ini masih oke lah, mulai dari voucher dll"
Ahmad Apandi,5,2023-10-04 21:20:00,mantappppp
Teguh Priambodo,4,2023-10-04 21:18:02,"Saya masih pakai versi lama, dan belum update. Lancar jaya"
Daniel OnFiree,5,2023-10-04 21:09:17,bagus
Bengkel_bf MR josh,5,2023-10-04 21:08:59,Mantap
ABA Nyong,5,2023-10-04 21:04:42,Mudah dan cepat di respon
Sehhan Maullana,5,2023-10-04 19:39:20,ok
faisal adha,1,2023-10-04 19:29:45,Ngeri sekarang ijo2 pada galak2
Arip Ahmad,4,2023-10-04 19:09:52,🅑🅐🅖🅤🅢
Akun Lama,1,2023-10-04 18:23:45,Biasanya lancar bisa dipakai paylatter ga pernah telat tau2 ga bisa dipake...bosokkkk
Hell Hounds Indo,2,2023-10-04 17:43:15,"Diupdate kok jadi kacau, mau bayar utang gopaylater kok ga ada menu atau tombol bayarnya? Bagaimana cara bayarnya bang?"
Jonathan Siauta,1,2023-10-04 17:24:32,"Tolong dong ke pada driver motor jangan seenaknya di jalan , suka berhenti mendadak di jalan , sering hampir kecelacaan gara gara driver gojek yang suka berhenti mendadak melihat alamat"
Dick Alkiz,5,2023-10-04 17:12:58,Top delivery
Carenamelia,5,2023-10-04 17:04:49,The best lah
Karinaulia Sugiarto,2,2023-10-04 16:57:19,Semenjak update versi untuk semua pembayaran berubah dan tidak jelas
Muhammad Rizky,1,2023-10-04 16:55:39,"Makin mahal sekarang, mana paylater ribet banget"
Suriani Dede,5,2023-10-04 16:49:09,Very good
Nurul Nastain,5,2023-10-04 16:37:32,Ok
DJ rustiown,5,2023-10-04 16:20:05,mantap
Diman Man,1,2023-10-04 16:08:31,"Makin mahal biaya ongkos nya,sekali ada mode hemat,keburu mati orang nunggu makanan yg ga kunjung datang,,mendingan pakai Grab cepat datang nya,cepat dapat driver nya"
Deni Sugiarto,5,2023-10-04 16:04:45,👍🏻👍🏻👍🏻👍🏻👍🏻
Rendy Nizarwan,1,2023-10-04 16:04:29,Ribet bangey mau tulis tanggal lahir...masa harus pencet berkali2
Siti Aisyah,5,2023-10-04 15:56:50,Bagus
Zainal Aska,5,2023-10-04 15:55:08,Ok bagus
Turus Kitu,4,2023-10-04 15:52:34,belum bisa menyeluruh di gunakan di kota Cirebon terutama di desa desa terpencil gak bisa di akses padahal masyarakat butuh bgt ity
mochbudi setiawan,5,2023-10-04 15:50:00,Terbaiks
Murniati Murni,1,2023-10-04 15:41:02,"Gak jelas bgt skrg, lemot bgt, trus kalau pesan lama bgt"
Roby Rizaldi,2,2023-10-04 15:38:28,Sekarang aplikasinya banyak bug sering ngefreeze pas digunakan liat2 menu gofood agak lama
Marlin Official,1,2023-10-04 15:37:53,Ok
Alhimni Alhimni,1,2023-10-04 15:28:50,Tak lebih bagus dari toko sebelah
Al Firman,5,2023-10-04 15:28:20,Mantap
Siska Natasiya,2,2023-10-04 15:25:53,"Perilaku drivenya beberapa agak kurang karena sering batalli orderan ntah karena kebetulan gw yang apes atau gimana, sama aplikasi lanyananya kurang"
Firman Muntaqa,2,2023-10-04 15:25:08,Aplikasi setelah update malah sering crash
Ali Zainal,5,2023-10-04 15:17:26,Mantapp sangat bermanfaat
Dar Jaka,5,2023-10-04 15:06:27,tingkatkan layanan kepada konsumen
Lelinur Lelinur,1,2023-10-04 15:05:35,"Halo gojek nomor sudah sesuai tapi kenapa saya masih tidak bisa login ke apk ya? Keteragan ""masukan kode keamanan yang kami kirim ke hp lama mu"" kenapa ga di kirim ke nomor telp terdaftar?. Kalau di kirim ke hp lama dikirim by apa? Memang dulu pernah saya login di hp yang berbeda, karna ada keperluan pribadi saya berganti hp.padahal gojek yang terlogin di hp lama sudah saya logout dn simcard juga saya pindahkan ke hp baru. Mohon dibantu"
Nazwa Audina,5,2023-10-04 15:02:02,opsional
Ramadhani Dzikri,1,2023-10-04 14:56:14,"Apk nya setelah di update malah sering eror dan lag sendiri, bukannya makin canggih. Balikin lagi ke versi sebelumnya aja, bikin ribet"
Oddih 123,5,2023-10-04 14:54:32,Lebih cepat pakai Go-Jek
arfin Syah,5,2023-10-04 14:46:32,Good lah
BillyArswendy,3,2023-10-04 14:44:35,"Terlalu mahall ga rekom ni gojek, sekaramg lebih enak order di shoppe dari pada gojek banyak promonya sampai 60% promo di shopee"
rizki prameswari,5,2023-10-04 14:41:23,Ok
Irvan Setya,1,2023-10-04 14:38:40,"Buruk, hari ini pesanan error. Merchant juga ga teliti pesanan. Buruk. 👎"
Wawan 123,1,2023-10-04 14:33:43,Sudahlah mengganggu sekali iklan iklan lewat
Diana Jarwati,1,2023-10-04 14:31:15,"Aplikasi gojek makin kesini semakin buruk.. Saya pesan gofood udah hampir sejam status pesanan gak berubah sama sekali, CS nya juga lemot sekali menanggapi nya.. Sangat menyesal menggunakan aplikasi inii👎👎👎"
Slamet,5,2023-10-04 14:27:57,Mantap
Sofiatun Haryana,4,2023-10-04 14:27:13,Halloooo akhir akhir ini aplikasi jadi lemott🤦🏼‍♀️lagi pesen gofood tinggal klik pesan aja keluar sendiri kadang diem ga bisa dipencet kmna2. Jadi harus ulang pilih menu lagiii . Tolong di perbaikin lagi yaa 🙏🙏
Dimas Ari,5,2023-10-04 14:24:30,"Senang sekali, lagi banyak promo mantep .. good lah👍👍"
Aries Mulya,2,2023-10-04 14:19:28,"Sekian lama menggunakan gopay smp dpt gopaylater dgn limit 1.3, trs dsrh update krn ganti manajemen kyknya, eh malah limit turun jd 500rb, tp tiap mw cb transaksi tdk bs, baik di gojeknya, maupun marketplace...pdhl dri dlu lancar2 aj. Trs buat ap dpt limit tp ngg bs dipakai .."
Semanggi sunbol,1,2023-10-04 14:17:12,"mending ga usah muluk muluk kami juga ga minta peningkatan pelayanan aplikasi kalo endingnya ongkir dan jasa aplikasi 19rb sendiri sedangkan jarak outlet dari sini cuma 0,3-0,7km. masa gw pesen mie 12rb biaya lainya ampe 19rb NGAKAK. gojek ga kayak dulu lagi masih bagusan sebelah"
Fatir Raden,5,2023-10-04 14:16:16,aplikasi terbaik
Maman Sulaiman,1,2023-10-04 14:13:52,Ajukan gopay later ribet. Padahal data sudah ada di gopay malah minta lagi foto KTP. Akhirnya ke shopee pay later tanpa ribet langsung di approve.
Salem,5,2023-10-04 14:13:18,Ok
Zhafran Nabil,1,2023-10-04 14:07:18,"Mohon diperbaiki masalah bug yang ada di titik pengantaran makanan, padahal udh aktifkan lokasi tpi ttp saja salah titik udh 3 kali begini"
Arifin,1,2023-10-04 13:48:12,Gak jlas pakai gojeg
MARNIATI,5,2023-10-04 13:45:08,Dana👍👍👍👍
Nigina Ihsania,5,2023-10-04 13:44:48,Mantap aplikasinyaa
Putri Ayu Akandy,2,2023-10-04 13:44:28,"Sistemnya buruk. Lemot. Parahnya Pesan 1 jadi 2 pesanan, otomatis gabisa batalin. Saya merasa kecewa dengan adanya kendala seperti ini."
Bagas Setiawan Putra,1,2023-10-04 13:37:44,Tolol gopay later saya sebelumnya udh di aktifkan sekarang malah ga bisa bayar ga pernah telat gajelas
Khalidah Syarmad,4,2023-10-04 13:28:23,Aku setiap hari pakai gojek
